dialogue_id,turn_id,speaker,text,emotion,emotion_ring,scenario,sarcasm_flag,emotion_cause,sentiment_polarity,utterance_word_count,inter_annotator_agreement,confidence_score,topic,emotion_shift,input_ids,attention_mask,split
D0020,3,Hiker_1,Standing in front of this makes every problem I brought with me feel genuinely and completely tiny. 🏙️,awe,dyadic,friendship,False,natural scale producing profound perspective shift,positive,18,0.7,0.59,awe_nature,True,"[101, 3061, 1999, 2392, 1997, 2023, 3084, 2296, 3291, 1045, 2716, 2007, 2033, 2514, 15958, 1998, 3294, 4714, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0020,4,Hiker_2,The scale of it is almost frightening — do you feel that particular quality in it too. 🌠,awe,dyadic,friendship,False,sublimity producing fear-wonder blend,positive,18,0.7,0.68,awe_nature,False,"[101, 1996, 4094, 1997, 2009, 2003, 2471, 17115, 1517, 2079, 2017, 2514, 2008, 3327, 3737, 1999, 2009, 2205, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0020,5,Hiker_1,Something this large has no business being this beautiful — those two things should not coexist. 🎇,amazement,intense,friendship,False,scale and beauty experienced as impossible combination,positive,17,0.85,0.78,awe_nature,True,"[101, 2242, 2023, 2312, 2038, 2053, 2449, 2108, 2023, 3376, 1517, 2216, 2048, 2477, 2323, 2025, 24873, 9048, 3367, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0020,6,Hiker_2,I cannot stop looking and simultaneously cannot fully take it in — both feelings at once. 🏙️,awe,dyadic,friendship,False,incomprehensible beauty overwhelming perceptual capacity,positive,17,0.7,0.59,awe_nature,True,"[101, 1045, 3685, 2644, 2559, 1998, 7453, 3685, 3929, 2202, 2009, 1999, 1517, 2119, 5346, 2012, 2320, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",val
D0020,7,Hiker_1,This is why we do this — to feel completely alive and completely small at the exact same moment.,serenity,mild,friendship,False,meaning found in natural transcendent experience,positive,19,0.78,0.65,awe_nature,True,"[101, 2023, 2003, 2339, 2057, 2079, 2023, 1517, 2000, 2514, 3294, 4142, 1998, 3294, 2235, 2012, 1996, 6635, 2168, 2617, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0021,1,Friend_1,Two years of complete silence and you are the one who finally reached out — why specifically now.,interest,mild,friendship,False,questioning motive for reconnection after long gap,positive,18,0.72,0.59,reconciliation,False,"[101, 2048, 2086, 1997, 3143, 4223, 1998, 2017, 2024, 1996, 2028, 2040, 2633, 2584, 2041, 1517, 2339, 4919, 2085, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0021,2,Friend_2,Because I had a health scare and realised I had let something irreplaceable quietly decay. 😢,sadness,primary,friendship,False,mortality prompting reconnection with what matters,negative,16,0.9,0.76,reconciliation,True,"[101, 2138, 1045, 2018, 1037, 2740, 12665, 1998, 11323, 1045, 2018, 2292, 2242, 20868, 2890, 24759, 10732, 3085, 5168, 13121, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0021,3,Friend_1,I thought about reaching out so many times and always found a reason not to take the step.,remorse,dyadic,friendship,False,repeated inaction despite genuine desire to reconnect,negative,18,0.82,0.71,reconciliation,True,"[101, 1045, 2245, 2055, 4285, 2041, 2061, 2116, 2335, 1998, 2467, 2179, 1037, 3114, 2025, 2000, 2202, 1996, 3357, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0021,4,Friend_2,The argument that ended us was not worth two years of this silence — it simply was not. 👍,acceptance,mild,friendship,False,falling out put in appropriate perspective,positive,19,0.8,0.79,reconciliation,True,"[101, 1996, 6685, 2008, 3092, 2149, 2001, 2025, 4276, 2048, 2086, 1997, 2023, 4223, 1517, 2009, 3432, 2001, 2025, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0021,5,Friend_1,I was so convinced I was right that I did not notice how lonely I was steadily becoming.,sadness,primary,friendship,False,pride as mechanism of self-imposed isolation,negative,18,0.9,0.83,reconciliation,True,"[101, 1045, 2001, 2061, 6427, 1045, 2001, 2157, 2008, 1045, 2106, 2025, 5060, 2129, 9479, 1045, 2001, 11328, 3352, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0021,6,Friend_2,I am not remotely interested in who was right — I am interested in whether we still have something. 🛡️,trust,primary,friendship,False,moving past blame toward genuine possibility,positive,20,0.85,0.75,reconciliation,True,"[101, 1045, 2572, 2025, 19512, 4699, 1999, 2040, 2001, 2157, 1517, 1045, 2572, 4699, 1999, 3251, 2057, 2145, 2031, 2242, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0021,7,Friend_1,We do — I knew that the moment I read your message and my chest loosened. 💞,love,dyadic,friendship,False,friendship recognised as still alive and worth saving,positive,17,0.83,0.75,reconciliation,True,"[101, 2057, 2079, 1517, 1045, 2354, 2008, 1996, 2617, 1045, 3191, 2115, 4471, 1998, 2026, 3108, 22456, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0022,1,Observer_1,She solved a problem that four dedicated research teams failed to crack across an entire decade. 🙌,awe,dyadic,friendship,False,extraordinary intellectual achievement witnessed,positive,17,0.7,0.7,awe_achievement,False,"[101, 2016, 13332, 1037, 3291, 2008, 2176, 4056, 2470, 2780, 3478, 2000, 8579, 2408, 2019, 2972, 5476, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0022,2,Observer_2,I sat three rows back when she presented and I genuinely could not breathe properly.,amazement,intense,friendship,False,physical response to witnessing landmark work,positive,15,0.85,0.71,awe_achievement,True,"[101, 1045, 2938, 2093, 10281, 2067, 2043, 2016, 3591, 1998, 1045, 15958, 2071, 2025, 7200, 7919, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0022,3,Observer_1,The entire room went completely silent for about thirty seconds after she finished the proof. 🏙️,awe,dyadic,friendship,False,collective recognition of monumental scientific moment,positive,16,0.7,0.68,awe_achievement,True,"[101, 1996, 2972, 2282, 2253, 3294, 4333, 2005, 2055, 4228, 3823, 2044, 2016, 2736, 1996, 6947, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0022,4,Observer_2,There are moments in a career when you know you are in the presence of something genuinely historic. 🙌,awe,dyadic,friendship,False,historical significance of moment fully recognised,positive,19,0.7,0.58,awe_achievement,False,"[101, 2045, 2024, 5312, 1999, 1037, 2476, 2043, 2017, 2113, 2017, 2024, 1999, 1996, 3739, 1997, 2242, 15958, 3181, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",val
D0022,5,Observer_1,She just stood there waiting for questions as if she had done something entirely ordinary. 👏,admiration,intense,friendship,False,contrast between achievement and profound humility,positive,16,0.92,0.87,awe_achievement,True,"[101, 2016, 2074, 2768, 2045, 3403, 2005, 3980, 2004, 2065, 2016, 2018, 2589, 2242, 4498, 6623, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0022,6,Observer_2,I feel genuinely lucky that I happened to be in that specific room when it occurred.,awe,dyadic,friendship,False,gratitude for witnessing rare pivotal event,positive,16,0.7,0.66,awe_achievement,True,"[101, 1045, 2514, 15958, 5341, 2008, 1045, 3047, 2000, 2022, 1999, 2008, 3563, 2282, 2043, 2009, 4158, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0023,1,Friend_1,I have decided to drop my legal case against the landlord even though I am completely in the right. 🙇,submission,dyadic,friendship,False,choosing peace and sanity over vindication,neutral,20,0.65,0.63,submission_conflict,False,"[101, 1045, 2031, 2787, 2000, 4530, 2026, 3423, 2553, 2114, 1996, 18196, 2130, 2295, 1045, 2572, 3294, 1999, 1996, 2157, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0023,2,Friend_2,You are completely certain the documentation supports your position thoroughly.,trust,primary,friendship,False,verifying that surrender is strategic not mistaken,positive,10,0.85,0.84,submission_conflict,True,"[101, 2017, 2024, 3294, 3056, 1996, 12653, 6753, 2115, 2597, 12246, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0023,3,Friend_1,Entirely certain — but the legal process will cost me two years of my life and my mental health.,acceptance,mild,friendship,False,strategic surrender chosen with clear eyes,positive,19,0.8,0.68,submission_conflict,True,"[101, 4498, 3056, 1517, 2021, 1996, 3423, 2832, 2097, 3465, 2033, 2048, 2086, 1997, 2026, 2166, 1998, 2026, 5177, 2740, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0023,4,Friend_2,So you are stepping down not because you are wrong but because the fight is no longer worth it. 🎯,interest,mild,friendship,False,distinguishing yielding from admitting fault,positive,20,0.72,0.64,submission_conflict,True,"[101, 2061, 2017, 2024, 9085, 2091, 2025, 2138, 2017, 2024, 3308, 2021, 2138, 1996, 2954, 2003, 2053, 2936, 4276, 2009, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0023,5,Friend_1,Precisely. I am choosing my wellbeing and my future over the satisfaction of winning publicly. 🤐,submission,dyadic,friendship,False,conscious deliberate choice to defer to reality,neutral,16,0.65,0.53,submission_conflict,True,"[101, 10785, 1012, 1045, 2572, 10549, 2026, 2092, 19205, 3070, 1998, 2026, 2925, 2058, 1996, 9967, 1997, 3045, 7271, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0023,6,Friend_2,That takes more genuine strength than simply fighting it out would have.,admiration,intense,friendship,False,wisdom in surrender recognised,positive,12,0.92,0.83,submission_conflict,True,"[101, 2008, 3138, 2062, 10218, 3997, 2084, 3432, 3554, 2009, 2041, 2052, 2031, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0023,7,Friend_1,I am still angry about the injustice and I am simultaneously at peace with the decision. 🤝,acceptance,mild,friendship,False,anger and peace coexisting without contradiction,positive,17,0.8,0.73,submission_conflict,True,"[101, 1045, 2572, 2145, 4854, 2055, 1996, 21321, 1998, 1045, 2572, 7453, 2012, 3521, 2007, 1996, 3247, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
D0024,1,Friend_1,I am going to be honest with you because I genuinely care about what happens to you. 🚫,disapproval,dyadic,friendship,False,moral disapproval expressed from place of care,negative,18,0.72,0.62,disapproval_choices,False,"[101, 1045, 2572, 2183, 2000, 2022, 7481, 2007, 2017, 2138, 1045, 15958, 2729, 2055, 2054, 6433, 2000, 2017, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",test
D0024,2,Friend_2,You are about to talk about my relationship which is my business and not yours. 🔥,anger,primary,friendship,False,boundary asserted before judgment lands,negative,16,0.88,0.84,disapproval_choices,True,"[101, 2017, 2024, 2055, 2000, 2831, 2055, 2026, 3276, 2029, 2003, 2026, 2449, 1998, 2025, 6737, 1012, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
